disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,year,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,ongo2014,new,change,changetype_1,changetype_2
4606,4606.001,2,USA,710,CHN,19,8,2014,2014,19,8,2014,Unclear,None,None,Show of planes,3,0,1,1,0,1,2,None,No military action,1,1,1,1,2,None,Show of planes,3,1,3,1,0,1,1,1,Show of Force,None,Show of Force,No,No,Yes,None,None
4606,4606.001,710,CHN,2,USA,19,8,2014,2014,19,8,2014,Unclear,None,None,Show of planes,3,0,1,1,1,1,2,None,Show of planes,3,1,0,1,2,None,No military action,1,1,1,3,0,1,1,1,Show of Force,Show of Force,None,No,No,Yes,None,None
4607,4607.001,51,JAM,91,HON,7,1,2011,2011,7,1,2011,Unclear,None,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,1,1,1,Attack,Attack,None,No,No,Yes,None,None
4607,4607.001,91,HON,51,JAM,7,1,2011,2011,7,1,2011,Unclear,None,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,1,1,1,Attack,None,Attack,No,No,Yes,None,None
4608,4608.001,95,PAN,130,ECU,20,10,2013,2013,23,10,2013,Released,Unclear,None,Seizure,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Seizure,4,1,3,1,0,1,4,4,Seizure of material/personnel,None,Seizure of material/personnel,No,No,Yes,None,None
4608,4608.001,130,ECU,95,PAN,20,10,2013,2013,23,10,2013,Released,Unclear,None,Seizure,4,0,1,1,1,1,2,None,Seizure,4,1,0,0,0,None,No military action,1,1,1,3,0,1,4,4,Seizure of material/personnel,Seizure of material/personnel,None,No,No,Yes,None,None
4609,4609.001,95,PAN,731,PRK,17,7,2013,2013,20,7,2013,Released,Unclear,None,Seizure,4,0,1,1,1,0,0,None,Seizure,4,1,0,0,0,None,No military action,1,1,1,3,0,1,4,4,Seizure of material/personnel,Seizure of material/personnel,None,No,No,Yes,None,None
4609,4609.001,731,PRK,95,PAN,17,7,2013,2013,20,7,2013,Released,Unclear,None,Seizure,4,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Seizure,4,1,3,1,0,1,4,4,Seizure of material/personnel,None,Seizure of material/personnel,No,No,Yes,None,None
4610,4610.001,100,COL,365,RUS,1,11,2013,2013,1,11,2013,Unclear,None,None,Show of planes,3,1,1,1,0,0,0,None,Show of planes,3,1,1,0,0,None,Show of planes,3,1,3,1,0,1,1,1,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4610,4610.001,365,RUS,100,COL,1,11,2013,2013,1,11,2013,Unclear,None,None,Show of planes,3,1,1,1,1,0,0,None,Show of planes,3,1,0,0,0,None,Show of planes,3,1,1,3,0,1,1,1,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4611,4611.001,101,VEN,110,GUY,11,10,2013,2013,19,10,2013,Released,Negotiated,None,Seizure,4,0,1,1,1,0,0,None,Seizure,4,1,0,0,0,None,No military action,1,1,1,3,0,1,9,9,Seizure of material/personnel,Seizure of material/personnel,None,No,No,Yes,None,None
4611,4611.001,110,GUY,101,VEN,11,10,2013,2013,19,10,2013,Released,Negotiated,None,Seizure,4,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Seizure,4,1,3,1,0,1,9,9,Seizure of material/personnel,None,Seizure of material/personnel,No,No,Yes,None,None
4612,4612.001,160,ARG,200,UKG,12,2,2012,2012,12,2,2012,Unclear,None,None,Show of Ships,3,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Show of Ships,3,1,3,1,0,1,1,1,Show of Force,None,Show of Force,No,No,Yes,None,None
4612,4612.001,200,UKG,160,ARG,12,2,2012,2012,12,2,2012,Unclear,None,None,Show of Ships,3,0,1,1,1,1,1,None,Show of Ships,3,1,0,1,1,None,No military action,1,1,1,3,0,1,1,1,Show of Force,Show of Force,None,No,No,Yes,None,None
4613,4613.001,160,ARG,452,GHA,2,10,2012,2012,19,12,2012,Released,Negotiated,None,Seizure,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Seizure,4,1,3,1,0,1,79,79,Seizure of material/personnel,None,Seizure of material/personnel,No,No,Yes,None,None
4613,4613.001,452,GHA,160,ARG,2,10,2012,2012,19,12,2012,Released,Negotiated,None,Seizure,4,0,1,1,1,1,2,None,Seizure,4,1,0,0,0,None,No military action,1,1,1,3,0,1,79,79,Seizure of material/personnel,Seizure of material/personnel,None,No,No,Yes,None,None
4614,4614.001,200,UKG,230,SPN,13,11,2012,2012,13,11,2012,Unclear,None,None,Show of Ships,3,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Show of Ships,3,1,3,1,0,1,1,1,Show of Force,None,Show of Force,No,No,Yes,None,None
4614,4614.001,230,SPN,200,UKG,13,11,2012,2012,13,11,2012,Unclear,None,None,Show of Ships,3,0,1,1,1,1,1,None,Show of Ships,3,1,0,1,1,None,No military action,1,1,1,3,0,1,1,1,Show of Force,Show of Force,None,No,No,Yes,None,None
4615,4615.001,200,UKG,230,SPN,3,7,2013,2013,20,8,2013,Unclear,None,None,Show of planes,3,1,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Show of planes,3,1,3,1,0,1,49,49,Show of Force,None,Show of Force,No,No,Yes,None,None
4615,4615.001,230,SPN,200,UKG,3,7,2013,2013,20,8,2013,Unclear,None,None,Show of planes,3,1,1,1,1,1,1,None,Show of planes,3,1,0,1,1,None,No military action,1,1,1,3,0,1,49,49,Show of Force,Show of Force,None,No,No,Yes,None,None
4616,4616.001,200,UKG,230,SPN,2,4,2014,2014,2,4,2014,Unclear,None,None,Show of Ships,3,0,1,1,1,1,1,None,Show of Ships,3,1,0,1,1,None,No military action,1,1,1,3,0,1,1,1,Show of Force,Show of Force,None,No,No,Yes,None,None
4616,4616.001,230,SPN,200,UKG,2,4,2014,2014,2,4,2014,Unclear,None,None,Show of Ships,3,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Show of Ships,3,1,3,1,0,1,1,1,Show of Force,None,Show of Force,No,No,Yes,None,None
4617,4617.001,220,FRN,437,CDI,4,4,2011,2011,11,4,2011,Win A,imposed,Missing (knon fatalities,Clash,4,1,1,1,1,1,3,Missing (knon fatalities,Clash,4,1,0,0,0,Missing (knon fatalities,Clash,4,1,1,3,0,1,8,8,Clash,Clash,Clash,No,No,Yes,None,None
4617,4617.001,437,CDI,220,FRN,4,4,2011,2011,11,4,2011,Win A,imposed,Missing (knon fatalities,Clash,4,1,1,1,0,0,0,Missing (knon fatalities,Clash,4,1,1,1,3,Missing (knon fatalities,Clash,4,1,3,1,0,1,8,8,Clash,Clash,Clash,No,No,Yes,None,None
4618,4618.001,220,FRN,437,CDI,19,8,2011,2011,21,8,2011,Released,Negotiated,None,Seizure,4,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Seizure,4,1,3,1,0,1,3,3,Seizure of material/personnel,None,Seizure of material/personnel,No,No,Yes,None,None
4618,4618.001,437,CDI,220,FRN,19,8,2011,2011,21,8,2011,Released,Negotiated,None,Seizure,4,0,1,1,1,0,0,None,Seizure,4,1,0,0,0,None,No military action,1,1,1,3,0,1,3,3,Seizure of material/personnel,Seizure of material/personnel,None,No,No,Yes,None,None
4619,4619.001,325,ITA,750,IND,15,2,2012,2012,3,6,2012,Released,Negotiated,None,Raid,4,1,1,1,1,0,0,None,Raid,4,1,0,0,0,None,Seizure,4,1,1,3,0,1,110,110,Attack,Attack,Seizure of material/personnel,No,No,Yes,None,None
4619,4619.001,750,IND,325,ITA,15,2,2012,2012,3,6,2012,Released,Negotiated,None,Raid,4,1,1,1,0,0,0,None,Seizure,4,1,1,0,0,None,Raid,4,1,3,1,0,1,110,110,Attack,Seizure of material/personnel,Attack,No,No,Yes,None,None
4620,4620.001,345,YUG,347,KOS,28,7,2011,2011,28,7,2011,Unclear,None,None,Fortify border,3,0,1,1,1,1,1,None,Fortify border,3,1,0,1,1,None,No military action,1,1,1,3,0,1,1,1,Fortify Border,Fortify Border,None,No,No,Yes,None,None
4620,4620.001,347,KOS,345,YUG,28,7,2011,2011,28,7,2011,Unclear,None,None,Fortify border,3,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Fortify border,3,1,3,1,0,1,1,1,Fortify Border,None,Fortify Border,No,No,Yes,None,None
4621,4621.001,345,YUG,347,KOS,7,7,2013,2013,12,7,2013,Unclear,None,None,Raid,4,0,1,1,1,1,1,None,Raid,4,1,0,1,1,None,No military action,1,1,1,3,0,1,6,6,Attack,Attack,None,No,No,Yes,None,None
4621,4621.001,347,KOS,345,YUG,7,7,2013,2013,12,7,2013,Unclear,None,None,Raid,4,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Raid,4,1,3,1,0,1,6,6,Attack,None,Attack,No,No,Yes,None,None
4622,4622.001,365,RUS,433,SEN,4,1,2014,2014,23,1,2014,Released,Negotiated,None,Seizure,4,0,1,2,0,0,0,None,No military action,1,1,1,1,2,None,Seizure,4,1,3,1,0,1,20,20,Seizure of material/personnel,None,Seizure of material/personnel,No,No,Yes,None,None
4622,4622.001,433,SEN,365,RUS,4,1,2014,2014,23,1,2014,Released,Negotiated,None,Seizure,4,0,1,2,1,1,2,None,Seizure,4,1,0,0,0,None,No military action,1,1,1,3,0,1,20,20,Seizure of material/personnel,Seizure of material/personnel,None,No,No,Yes,None,None
4622,4622.002,404,GNB,433,SEN,4,1,2014,2014,23,1,2014,Released,Negotiated,None,Seizure,4,0,1,2,0,0,0,None,No military action,1,1,1,1,2,None,Seizure,4,1,3,1,0,1,20,20,Seizure of material/personnel,None,Seizure of material/personnel,No,No,Yes,None,None
4622,4622.002,433,SEN,404,GNB,4,1,2014,2014,23,1,2014,Released,Negotiated,None,Seizure,4,0,1,2,1,1,2,None,Seizure,4,1,0,0,0,None,No military action,1,1,1,3,0,1,20,20,Seizure of material/personnel,Seizure of material/personnel,None,No,No,Yes,None,None
4624,4624.001,800,THI,811,CAM,28,5,2014,2014,29,9,2014,Unclear,None,None,Clash,4,1,1,1,1,1,1,None,Clash,4,1,0,1,1,None,Clash,4,1,1,3,0,1,125,125,Clash,Clash,Clash,No,No,Yes,None,None
4624,4624.001,811,CAM,800,THI,28,5,2014,2014,29,9,2014,Unclear,None,None,Clash,4,1,1,1,0,1,1,None,Clash,4,1,1,1,1,None,Clash,4,1,3,1,0,1,125,125,Clash,Clash,Clash,No,No,Yes,None,None
4625,4625.001,350,GRC,640,TUR,12,1,2011,2011,25,5,2011,Unclear,None,None,Show of planes,3,1,1,1,1,1,1,None,Show of planes,3,1,0,1,1,None,Show of Ships,3,1,1,3,0,1,134,134,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4625,4625.001,640,TUR,350,GRC,12,1,2011,2011,25,5,2011,Unclear,None,None,Show of planes,3,1,1,1,0,1,1,None,Show of Ships,3,1,1,1,1,None,Show of planes,3,1,3,1,0,1,134,134,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4626,4626.001,350,GRC,640,TUR,15,2,2012,2012,15,2,2012,Unclear,None,None,Show of planes,3,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Show of planes,3,1,3,1,0,1,1,1,Show of Force,None,Show of Force,No,No,Yes,None,None
4626,4626.001,640,TUR,350,GRC,15,2,2012,2012,15,2,2012,Unclear,None,None,Show of planes,3,0,1,1,1,1,1,None,Show of planes,3,1,0,1,1,None,No military action,1,1,1,3,0,1,1,1,Show of Force,Show of Force,None,No,No,Yes,None,None
4627,4627.001,350,GRC,640,TUR,10,10,2012,2012,29,12,2014,Ongoing,Ongoing,None,Show of planes,3,1,1,1,0,1,1,None,Show of planes,3,1,1,1,1,None,Show of planes,3,1,3,1,0,1,83,83,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4627,4627.001,350,GRC,640,TUR,10,10,2012,2013,29,12,2014,Ongoing,Ongoing,None,Show of planes,3,1,1,1,0,1,1,None,Show of planes,3,1,1,1,1,None,Show of planes,3,1,3,1,0,2,365,448,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4627,4627.001,350,GRC,640,TUR,10,10,2012,2014,29,12,2014,Unclear,None,None,Show of planes,3,1,1,1,0,1,1,None,Show of planes,3,1,1,1,1,None,Show of planes,3,1,3,1,0,3,363,811,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4627,4627.001,640,TUR,350,GRC,10,10,2012,2012,29,12,2014,Ongoing,Ongoing,None,Show of planes,3,1,1,1,1,1,1,None,Show of planes,3,1,0,1,1,None,Show of planes,3,1,1,3,0,1,83,83,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4627,4627.001,640,TUR,350,GRC,10,10,2012,2013,29,12,2014,Ongoing,Ongoing,None,Show of planes,3,1,1,1,1,1,1,None,Show of planes,3,1,0,1,1,None,Show of planes,3,1,1,3,0,2,365,448,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4627,4627.001,640,TUR,350,GRC,10,10,2012,2014,29,12,2014,Unclear,None,None,Show of planes,3,1,1,1,1,1,1,None,Show of planes,3,1,0,1,1,None,Show of planes,3,1,1,3,0,3,363,811,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4628,4628.001,352,CYP,640,TUR,26,9,2011,2011,13,10,2011,Unclear,None,None,Show of planes,3,0,1,2,0,1,2,None,No military action,1,1,1,1,2,None,Show of planes,3,1,3,1,0,1,18,18,Show of Force,None,Show of Force,No,No,Yes,None,None
4628,4628.001,640,TUR,352,CYP,26,9,2011,2011,13,10,2011,Unclear,None,None,Show of planes,3,0,1,2,1,1,2,None,Show of planes,3,1,0,1,2,None,No military action,1,1,1,3,0,1,18,18,Show of Force,Show of Force,None,No,No,Yes,None,None
4628,4628.002,640,TUR,666,ISR,29,9,2011,2011,29,9,2011,Unclear,None,None,Show of planes,3,1,1,2,1,1,2,None,Show of planes,3,1,0,1,2,None,Show of planes,3,0,1,4,0,1,1,1,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4628,4628.002,666,ISR,640,TUR,29,9,2011,2011,29,9,2011,Unclear,None,None,Show of planes,3,1,1,2,0,1,2,None,Show of planes,3,0,1,1,2,None,Show of planes,3,1,4,1,0,1,1,1,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4629,4629.001,365,RUS,372,GRG,18,6,2011,2011,7,9,2011,Unclear,None,None,Seizure,4,0,1,1,1,1,1,None,Seizure,4,1,0,0,0,None,No military action,1,1,1,3,0,1,82,82,Seizure of material/personnel,Seizure of material/personnel,None,No,No,Yes,None,None
4629,4629.001,372,GRG,365,RUS,18,6,2011,2011,7,9,2011,Unclear,None,None,Seizure,4,0,1,1,0,0,0,None,No military action,1,1,1,1,1,None,Seizure,4,1,3,1,0,1,82,82,Seizure of material/personnel,None,Seizure of material/personnel,No,No,Yes,None,None
4630,4630.001,365,RUS,372,GRG,16,8,2012,2012,21,9,2012,Unclear,None,None,Show of Ships,3,0,1,1,1,1,1,None,Show of Ships,3,1,0,1,1,None,No military action,1,1,1,3,0,1,37,37,Show of Force,Show of Force,None,No,No,Yes,None,None
4630,4630.001,372,GRG,365,RUS,16,8,2012,2012,21,9,2012,Unclear,None,None,Show of Ships,3,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Show of Ships,3,1,3,1,0,1,37,37,Show of Force,None,Show of Force,No,No,Yes,None,None
4631,4631.001,365,RUS,372,GRG,27,5,2013,2013,10,7,2014,Ongoing,Ongoing,None,Show of planes,3,0,1,1,1,1,1,None,Show of planes,3,1,0,1,1,None,No military action,1,1,1,3,0,1,219,219,Show of Force,Show of Force,None,No,No,Yes,None,None
4631,4631.001,365,RUS,372,GRG,27,5,2013,2014,10,7,2014,Unclear,None,None,Show of planes,3,0,1,1,1,1,1,None,Show of planes,3,1,0,1,1,None,No military action,1,1,1,3,0,2,191,410,Show of Force,Show of Force,None,No,No,Yes,None,None
4631,4631.001,372,GRG,365,RUS,27,5,2013,2013,10,7,2014,Ongoing,Ongoing,None,Show of planes,3,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Show of planes,3,1,3,1,0,1,219,219,Show of Force,None,Show of Force,No,No,Yes,None,None
4631,4631.001,372,GRG,365,RUS,27,5,2013,2014,10,7,2014,Unclear,None,None,Show of planes,3,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Show of planes,3,1,3,1,0,2,191,410,Show of Force,None,Show of Force,No,No,Yes,None,None
4632,4632.001,640,TUR,645,IRQ,17,8,2011,2011,21,2,2013,Ongoing,Ongoing,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,1,2,None,No military action,1,1,1,3,0,1,137,137,Attack,Attack,None,No,No,Yes,None,None
4632,4632.001,640,TUR,645,IRQ,17,8,2011,2012,21,2,2013,Ongoing,Ongoing,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,1,2,None,No military action,1,1,1,3,0,2,365,502,Attack,Attack,None,No,No,Yes,None,None
4632,4632.001,640,TUR,645,IRQ,17,8,2011,2013,21,2,2013,Unclear,None,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,1,2,None,No military action,1,1,1,3,0,3,52,554,Attack,Attack,None,No,No,Yes,None,None
4632,4632.001,645,IRQ,640,TUR,17,8,2011,2011,21,2,2013,Ongoing,Ongoing,None,Raid,4,0,1,1,0,1,2,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,1,137,137,Attack,None,Attack,No,No,Yes,None,None
4632,4632.001,645,IRQ,640,TUR,17,8,2011,2012,21,2,2013,Ongoing,Ongoing,None,Raid,4,0,1,1,0,1,2,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,2,365,502,Attack,None,Attack,No,No,Yes,None,None
4632,4632.001,645,IRQ,640,TUR,17,8,2011,2013,21,2,2013,Unclear,None,None,Raid,4,0,1,1,0,1,2,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,3,52,554,Attack,None,Attack,No,No,Yes,None,None
4633,4633.001,640,TUR,645,IRQ,2,6,2014,2014,2,6,2014,Unclear,None,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,1,2,None,No military action,1,1,1,3,0,1,1,1,Attack,Attack,None,No,No,Yes,None,None
4633,4633.001,645,IRQ,640,TUR,2,6,2014,2014,2,6,2014,Unclear,None,None,Raid,4,0,1,1,0,1,2,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,1,1,1,Attack,None,Attack,No,No,Yes,None,None
4634,4634.001,365,RUS,368,LIT,18,9,2014,2014,21,9,2014,Unclear,Unclear,None,Seizure,4,0,1,1,1,1,2,None,Seizure,4,1,0,1,2,None,No military action,1,1,1,3,0,1,4,4,Seizure of material/personnel,Seizure of material/personnel,None,No,No,Yes,None,None
4634,4634.001,368,LIT,365,RUS,18,9,2014,2014,21,9,2014,Unclear,Unclear,None,Seizure,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Seizure,4,1,3,1,0,1,4,4,Seizure of material/personnel,None,Seizure of material/personnel,No,No,Yes,None,None
4636,4636.001,700,AFG,770,PAK,13,1,2011,2011,14,12,2014,Ongoing,Ongoing,Missing (knon fatalities,Clash,4,1,2,1,1,1,1,Missing (knon fatalities,Clash,4,1,0,1,1,Missing (knon fatalities,Clash,4,1,1,3,0,1,353,353,Clash,Clash,Clash,No,No,Yes,None,None
4636,4636.001,700,AFG,770,PAK,13,1,2011,2012,14,12,2014,Ongoing,Ongoing,Missing (knon fatalities,Clash,4,1,2,1,1,1,1,Missing (knon fatalities,Clash,4,1,0,1,1,Missing (knon fatalities,Clash,4,1,1,3,0,2,365,718,Clash,Clash,Clash,No,No,Yes,None,None
4636,4636.001,700,AFG,770,PAK,13,1,2011,2013,14,12,2014,Ongoing,Ongoing,Missing (knon fatalities,Clash,4,1,2,1,1,1,1,Missing (knon fatalities,Clash,4,1,0,1,1,Missing (knon fatalities,Clash,4,1,1,3,0,3,365,1083,Clash,Clash,Clash,No,No,Yes,None,None
4636,4636.001,700,AFG,770,PAK,13,1,2011,2014,14,12,2014,Unclear,None,Missing (knon fatalities,Clash,4,1,2,1,1,1,1,Missing (knon fatalities,Clash,4,1,0,1,1,Missing (knon fatalities,Clash,4,1,1,3,0,4,348,1431,Clash,Clash,Clash,No,No,Yes,None,None
4636,4636.001,770,PAK,700,AFG,13,1,2011,2011,14,12,2014,Ongoing,Ongoing,Missing (knon fatalities,Clash,4,1,2,1,0,1,1,Missing (knon fatalities,Clash,4,1,1,1,1,Missing (knon fatalities,Clash,4,1,3,1,0,1,353,353,Clash,Clash,Clash,No,No,Yes,None,None
4636,4636.001,770,PAK,700,AFG,13,1,2011,2012,14,12,2014,Ongoing,Ongoing,Missing (knon fatalities,Clash,4,1,2,1,0,1,1,Missing (knon fatalities,Clash,4,1,1,1,1,Missing (knon fatalities,Clash,4,1,3,1,0,2,365,718,Clash,Clash,Clash,No,No,Yes,None,None
4636,4636.001,770,PAK,700,AFG,13,1,2011,2013,14,12,2014,Ongoing,Ongoing,Missing (knon fatalities,Clash,4,1,2,1,0,1,1,Missing (knon fatalities,Clash,4,1,1,1,1,Missing (knon fatalities,Clash,4,1,3,1,0,3,365,1083,Clash,Clash,Clash,No,No,Yes,None,None
4636,4636.001,770,PAK,700,AFG,13,1,2011,2014,14,12,2014,Unclear,None,Missing (knon fatalities,Clash,4,1,2,1,0,1,1,Missing (knon fatalities,Clash,4,1,1,1,1,Missing (knon fatalities,Clash,4,1,3,1,0,4,348,1431,Clash,Clash,Clash,No,No,Yes,None,None
4636,4636.002,2,USA,770,PAK,2,2,2011,2011,8,7,2011,Unclear,None,Missing (knon fatalities,Clash,4,1,2,1,1,0,0,Missing (knon fatalities,Clash,4,0,0,1,1,Missing (knon fatalities,No military action,1,1,2,3,0,1,157,157,Clash,Clash,None,No,No,Yes,None,None
4636,4636.002,770,PAK,2,USA,2,2,2011,2011,8,7,2011,Unclear,None,Missing (knon fatalities,Clash,4,1,2,1,0,1,1,Missing (knon fatalities,No military action,1,1,1,0,0,Missing (knon fatalities,Clash,4,0,3,2,0,1,157,157,Clash,None,Clash,No,No,Yes,None,None
4637,4637.001,365,RUS,640,TUR,23,10,2013,2013,4,12,2014,Ongoing,Ongoing,None,Show of planes,3,1,1,2,0,1,2,None,Show of planes,3,1,1,1,2,None,Show of planes,3,1,3,1,0,1,70,70,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4637,4637.001,365,RUS,640,TUR,23,10,2013,2014,4,12,2014,Unclear,None,None,Show of planes,3,1,1,2,0,1,2,None,Show of planes,3,1,1,1,2,None,Show of planes,3,1,3,1,0,2,338,408,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4637,4637.001,640,TUR,365,RUS,23,10,2013,2013,4,12,2014,Ongoing,Ongoing,None,Show of planes,3,1,1,2,1,1,2,None,Show of planes,3,1,0,1,2,None,Show of planes,3,1,1,3,0,1,70,70,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4637,4637.001,640,TUR,365,RUS,23,10,2013,2014,4,12,2014,Unclear,None,None,Show of planes,3,1,1,2,1,1,2,None,Show of planes,3,1,0,1,2,None,Show of planes,3,1,1,3,0,2,338,408,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4637,4637.002,640,TUR,652,SYR,12,4,2014,2014,12,4,2014,Unclear,None,None,Show of planes,3,1,1,2,1,1,2,None,Show of planes,3,1,0,1,2,None,Show of planes,3,0,1,4,0,1,1,1,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4637,4637.002,652,SYR,640,TUR,12,4,2014,2014,12,4,2014,Unclear,None,None,Show of planes,3,1,1,2,0,1,2,None,Show of planes,3,0,1,1,2,None,Show of planes,3,1,4,1,0,1,1,1,Show of Force,Show of Force,Show of Force,No,No,Yes,None,None
4639,4639.001,365,RUS,705,KZK,29,11,2013,2013,29,11,2013,Unclear,None,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,1,1,1,Attack,None,Attack,No,No,Yes,None,None
4639,4639.001,705,KZK,365,RUS,29,11,2013,2013,29,11,2013,Unclear,None,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,1,1,1,Attack,Attack,None,No,No,Yes,None,None
4640,4640.001,365,RUS,710,CHN,17,7,2012,2012,20,7,2012,Released,Negotiated,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,1,4,4,Attack,Attack,None,No,No,Yes,None,None
4640,4640.001,710,CHN,365,RUS,17,7,2012,2012,20,7,2012,Released,Negotiated,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,1,4,4,Attack,None,Attack,No,No,Yes,None,None
4642,4642.001,373,AZE,630,IRN,19,10,2011,2011,19,11,2011,Unclear,None,0-25,Raid,4,1,1,1,0,0,0,None,Raid,4,1,1,0,0,0-25,Border violation,3,1,3,1,0,1,32,32,Attack,Attack,Border violation,No,No,Yes,None,None
4642,4642.001,630,IRN,373,AZE,19,10,2011,2011,19,11,2011,Unclear,None,0-25,Raid,4,1,1,1,1,0,0,0-25,Border violation,3,1,0,0,0,None,Raid,4,1,1,3,0,1,32,32,Attack,Border violation,Attack,No,No,Yes,None,None
4643,4643.001,437,CDI,438,GUI,25,1,2013,2013,23,2,2013,Unclear,None,None,Occupation of territory,4,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Occupation of territory,4,1,3,1,0,1,30,30,Occupation of territory,None,Occupation of territory,No,No,Yes,None,None
4643,4643.001,438,GUI,437,CDI,25,1,2013,2013,23,2,2013,Unclear,None,None,Occupation of territory,4,0,1,1,1,1,1,None,Occupation of territory,4,1,0,1,1,None,No military action,1,1,1,3,0,1,30,30,Occupation of territory,Occupation of territory,None,No,No,Yes,None,None
4644,4644.001,471,CAO,482,CEN,24,11,2011,2011,24,11,2011,Unclear,None,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,0,0,None,Clash,4,1,3,1,0,1,1,1,Clash,Clash,Clash,No,No,Yes,None,None
4644,4644.001,482,CEN,471,CAO,24,11,2011,2011,24,11,2011,Unclear,None,None,Clash,4,1,1,1,1,0,0,None,Clash,4,1,0,0,0,None,Clash,4,1,1,3,0,1,1,1,Clash,Clash,Clash,No,No,Yes,None,None
4645,4645.001,484,CON,540,ANG,13,10,2013,2013,18,10,2013,Unclear,None,None,Seizure,4,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Seizure,4,1,3,1,0,1,6,6,Seizure of material/personnel,None,Seizure of material/personnel,No,No,Yes,None,None
4645,4645.001,540,ANG,484,CON,13,10,2013,2013,18,10,2013,Unclear,None,None,Seizure,4,0,1,1,1,1,1,None,Seizure,4,1,0,1,1,None,No military action,1,1,1,3,0,1,6,6,Seizure of material/personnel,Seizure of material/personnel,None,No,No,Yes,None,None
4646,4646.001,490,DRC,500,UGA,1,6,2013,2013,2,9,2013,Yield A,Negotiated,None,Occupation of territory,4,0,1,1,0,1,2,None,No military action,1,1,1,1,2,None,Occupation of territory,4,1,3,1,0,1,94,94,Occupation of territory,None,Occupation of territory,No,No,Yes,None,None
4646,4646.001,500,UGA,490,DRC,1,6,2013,2013,2,9,2013,Yield A,Negotiated,None,Occupation of territory,4,0,1,1,1,1,2,None,Occupation of territory,4,1,0,1,2,None,No military action,1,1,1,3,0,1,94,94,Occupation of territory,Occupation of territory,None,No,No,Yes,None,None
